,impath,label,Hmax,Wmax,Attnlabel
264,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_265.png," ""9""",1410,2155,[ 1  3  5 22  5  2]
265,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_266.png," ""mg""",1410,2155,[ 1  3  5 66 60  5  2]
266,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_267.png," ""AN""",1410,2155,[ 1  3  5 26 39  5  2]
267,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_268.png," ""INTRODUCTION""",1410,2155,[ 1  3  5 34 39 45 43 40 29 46 28 45 34 40 39  5  2]
268,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_269.png," ""TO""",1410,2155,[ 1  3  5 45 40  5  2]
269,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_270.png," ""DATABASE""",1410,2155,[ 1  3  5 29 26 45 26 27 26 44 30  5  2]
270,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_271.png," ""SYSTEMS""",1410,2155,[ 1  3  5 44 50 44 45 30 38 44  5  2]
271,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_272.png," ""C.""",1410,2155,[ 1  3  5 28 11  5  2]
272,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_273.png," ""J.""",1410,2155,[ 1  3  5 35 11  5  2]
273,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_274.png," ""DATE""",1410,2155,[ 1  3  5 29 26 45 30  5  2]
274,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_275.png," ""SIXTH""",1410,2155,[ 1  3  5 44 34 49 45 33  5  2]
275,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_276.png," ""EDITION""",1410,2155,[ 1  3  5 30 29 34 45 34 40 39  5  2]
276,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_277.png," ""RIVERSIDE""",1410,2155,[ 1  3  5 43 34 47 30 43 44 34 29 30  5  2]
277,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_278.png," ""WALK""",1410,2155,[ 1  3  5 48 26 37 36  5  2]
278,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_279.png," ""Diet""",1410,2155,[ 1  3  5 29 62 58 73  5  2]
279,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_280.png," ""Coke""",1410,2155,[ 1  3  5 28 68 64 58  5  2]
280,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_281.png," ""REGISTERED""",1410,2155,[ 1  3  5 43 30 32 34 44 45 30 43 30 29  5  2]
281,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_282.png," ""TRADE""",1410,2155,[ 1  3  5 45 43 26 29 30  5  2]
282,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_283.png," ""MARK""",1410,2155,[ 1  3  5 38 26 43 36  5  2]
283,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_284.png," ""intel""",1410,2155,[ 1  3  5 62 67 73 58 65  5  2]
284,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_285.png," ""inside""",1410,2155,[ 1  3  5 62 67 72 62 57 58  5  2]
285,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_286.png," ""pentium""",1410,2155,[ 1  3  5 69 58 67 73 62 74 66  5  2]
286,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_287.png," ""4""",1410,2155,[ 1  3  5 17  5  2]
287,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_288.png," ""hoss""",1410,2155,[ 1  3  5 61 68 72 72  5  2]
288,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_289.png," ""Standort""",1410,2155,[ 1  3  5 44 73 54 67 57 68 71 73  5  2]
289,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_290.png," ""Feuerloscher""",1410,2155,[ 1  3  5 31 58 74 58 71 65 68 72 56 61 58 71  5  2]
290,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_291.png," ""Rettungsweg/""",1410,2155,[ 1  3  5 43 58 73 73 74 67 60 72 76 58 60 12  5  2]
291,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_292.png," ""Notausgang""",1410,2155,[ 1  3  5 39 68 73 54 74 72 60 54 67 60  5  2]
292,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_293.png," ""Brandmelder""",1410,2155,[ 1  3  5 27 71 54 67 57 66 58 65 57 58 71  5  2]
293,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_294.png," ""Treppenraum""",1410,2155,[ 1  3  5 45 71 58 69 69 58 67 71 54 74 66  5  2]
294,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_295.png," ""Rettungsweg""",1410,2155,[ 1  3  5 43 58 73 73 74 67 60 72 76 58 60  5  2]
295,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_296.png," ""Richtungsangabe""",1410,2155,[ 1  3  5 43 62 56 61 73 74 67 60 72 54 67 60 54 55 58  5  2]
296,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_297.png," ""EINWURF""",1410,2155,[ 1  3  5 30 34 39 48 46 43 31  5  2]
297,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_298.png," ""EURO""",1410,2155,[ 1  3  5 30 46 43 40  5  2]
298,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_299.png," ""0.05-2.00""",1410,2155,[ 1  3  5 13 11 13 18 10 15 11 13 13  5  2]
299,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_300.png," ""1)""",1410,2155,[ 1  3  5 14  9  5  2]
300,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_301.png," ""GELD""",1410,2155,[ 1  3  5 32 30 37 29  5  2]
301,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_302.png," ""EINWERFEN""",1410,2155,[ 1  3  5 30 34 39 48 30 43 31 30 39  5  2]
302,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_303.png," ""2)""",1410,2155,[ 1  3  5 15  9  5  2]
303,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_304.png," ""NUMMER""",1410,2155,[ 1  3  5 39 46 38 38 30 43  5  2]
304,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_305.png," ""DES""",1410,2155,[ 1  3  5 29 30 44  5  2]
305,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_306.png," ""FACHES""",1410,2155,[ 1  3  5 31 26 28 33 30 44  5  2]
306,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_307.png," ""WAHLEN""",1410,2155,[ 1  3  5 48 26 33 37 30 39  5  2]
307,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_308.png," ""3)""",1410,2155,[ 1  3  5 16  9  5  2]
308,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_309.png," ""GELDRUCKGABE""",1410,2155,[ 1  3  5 32 30 37 29 43 46 28 36 32 26 27 30  5  2]
309,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_310.png," "":""",1410,2155,[ 1  3  5 23  5  2]
310,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_311.png," ""TASTERDRUCKEN""",1410,2155,[ 1  3  5 45 26 44 45 30 43 29 43 46 28 36 30 39  5  2]
311,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_312.png," ""HEALTHY""",1410,2155,[ 1  3  5 33 30 26 37 45 33 50  5  2]
312,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_313.png," ""COLCHESTER""",1410,2155,[ 1  3  5 28 40 37 28 33 30 44 45 30 43  5  2]
313,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_314.png," ""2000""",1410,2155,[ 1  3  5 15 13 13 13  5  2]
314,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_315.png," ""Communication""",1410,2155,[ 1  3  5 28 68 66 66 74 67 62 56 54 73 62 68 67  5  2]
315,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_316.png," ""for""",1410,2155,[ 1  3  5 59 68 71  5  2]
316,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_317.png," ""E""",1410,2155,[ 1  3  5 30  5  2]
317,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_318.png," ""ineering""",1410,2155,[ 1  3  5 62 67 58 58 71 62 67 60  5  2]
318,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_319.png," ""Students""",1410,2155,[ 1  3  5 44 73 74 57 58 67 73 72  5  2]
319,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_320.png," ""TESCO""",1410,2155,[ 1  3  5 45 30 44 28 40  5  2]
320,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_321.png," ""VALUE""",1410,2155,[ 1  3  5 47 26 37 46 30  5  2]
321,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_322.png," ""Washing""",1410,2155,[ 1  3  5 48 54 72 61 62 67 60  5  2]
322,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_323.png," ""up""",1410,2155,[ 1  3  5 74 69  5  2]
323,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_324.png," ""liquid""",1410,2155,[ 1  3  5 65 62 70 74 62 57  5  2]
324,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_325.png," ""SOUNDS""",1410,2155,[ 1  3  5 44 40 46 39 29 44  5  2]
325,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_326.png," ""OF""",1410,2155,[ 1  3  5 40 31  5  2]
326,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_327.png," ""SUMMER""",1410,2155,[ 1  3  5 44 46 38 38 30 43  5  2]
327,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_328.png," ""The""",1410,2155,[ 1  3  5 45 61 58  5  2]
328,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_329.png," ""O""",1410,2155,[ 1  3  5 40  5  2]
329,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_330.png," ""es""",1410,2155,[ 1  3  5 58 72  5  2]
330,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_331.png," ""best""",1410,2155,[ 1  3  5 55 58 72 73  5  2]
331,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_332.png," ""live""",1410,2155,[ 1  3  5 65 62 75 58  5  2]
332,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_333.png," ""music""",1410,2155,[ 1  3  5 66 74 72 62 56  5  2]
333,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_334.png," ""events""",1410,2155,[ 1  3  5 58 75 58 67 73 72  5  2]
334,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_335.png," ""orange""",1410,2155,[ 1  3  5 68 71 54 67 60 58  5  2]
335,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_336.png," ""TM""",1410,2155,[ 1  3  5 45 38  5  2]
336,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_337.png," ""Telephone""",1410,2155,[ 1  3  5 45 58 65 58 69 61 68 67 58  5  2]
337,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_338.png," ""FOCAL""",1410,2155,[ 1  3  5 31 40 28 26 37  5  2]
338,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_339.png," ""DISPLAYS""",1410,2155,[ 1  3  5 29 34 44 41 37 26 50 44  5  2]
339,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_340.png," ""016406821/2REF""",1410,2155,[ 1  3  5 13 14 19 17 13 19 21 15 14 12 15 43 30 31  5  2]
340,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_341.png," ""A11""",1410,2155,[ 1  3  5 26 14 14  5  2]
341,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_342.png," ""dvisory""",1410,2155,[ 1  3  5 57 75 62 72 68 71 78  5  2]
342,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_343.png," ""Service""",1410,2155,[ 1  3  5 44 58 71 75 62 56 58  5  2]
343,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_344.png," ""Informat""",1410,2155,[ 1  3  5 34 67 59 68 71 66 54 73  5  2]
344,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_345.png," ""ESSEX""",1410,2155,[ 1  3  5 30 44 44 30 49  5  2]
345,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_346.png," ""SUMMER""",1410,2155,[ 1  3  5 44 46 38 38 30 43  5  2]
346,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_347.png," ""SCHOOL""",1410,2155,[ 1  3  5 44 28 33 40 40 37  5  2]
347,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_348.png," ""IN""",1410,2155,[ 1  3  5 34 39  5  2]
348,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_349.png," ""DATA""",1410,2155,[ 1  3  5 29 26 45 26  5  2]
349,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_350.png," ""ANALYSIS""",1410,2155,[ 1  3  5 26 39 26 37 50 44 34 44  5  2]
350,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_351.png," ""4.311""",1410,2155,[ 1  3  5 17 11 16 14 14  5  2]
351,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_352.png," ""YOU""",1410,2155,[ 1  3  5 50 40 46  5  2]
352,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_353.png," ""ARE""",1410,2155,[ 1  3  5 26 43 30  5  2]
353,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_354.png," ""HERE""",1410,2155,[ 1  3  5 33 30 43 30  5  2]
354,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_355.png," ""DEPARTMENT""",1410,2155,[ 1  3  5 29 30 41 26 43 45 38 30 39 45  5  2]
355,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_356.png," ""OF""",1410,2155,[ 1  3  5 40 31  5  2]
356,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_357.png," ""GOVERNMENT""",1410,2155,[ 1  3  5 32 40 47 30 43 39 38 30 39 45  5  2]
357,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_358.png," ""COURSES""",1410,2155,[ 1  3  5 28 40 46 43 44 30 44  5  2]
358,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_359.png," ""FOR""",1410,2155,[ 1  3  5 31 40 43  5  2]
359,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_360.png," ""STAFF""",1410,2155,[ 1  3  5 44 45 26 31 31  5  2]
360,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_361.png," ""iiyama""",1410,2155,[ 1  3  5 62 62 78 54 66 54  5  2]
361,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_362.png," ""POCKET""",1410,2155,[ 1  3  5 41 40 28 36 30 45  5  2]
362,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_363.png," ""FLASH""",1410,2155,[ 1  3  5 31 37 26 44 33  5  2]
363,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_364.png," ""READER""",1410,2155,[ 1  3  5 43 30 26 29 30 43  5  2]
364,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_365.png," ""Start""",1410,2155,[ 1  3  5 44 73 54 71 73  5  2]
365,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_366.png," ""WrM""",1410,2155,[ 1  3  5 48 71 38  5  2]
366,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_367.png," ""Technology""",1410,2155,[ 1  3  5 45 58 56 61 67 68 65 68 60 78  5  2]
367,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_368.png," ""for""",1410,2155,[ 1  3  5 59 68 71  5  2]
368,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_369.png," ""life""",1410,2155,[ 1  3  5 65 62 59 58  5  2]
369,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_370.png," ""jungle""",1410,2155,[ 1  3  5 63 74 67 60 65 58  5  2]
370,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_371.png," "".com""",1410,2155,[ 1  3  5 11 56 68 66  5  2]
371,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_372.png," ""SNOUT""",1410,2155,[ 1  3  5 44 39 40 46 45  5  2]
372,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_373.png," ""X""",1410,2155,[ 1  3  5 49  5  2]
373,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_374.png," ""graphic""",1410,2155,[ 1  3  5 60 71 54 69 61 62 56  5  2]
374,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_375.png," ""JAVA""",1410,2155,[ 1  3  5 35 26 47 26  5  2]
375,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_376.png," ""Mastering""",1410,2155,[ 1  3  5 38 54 72 73 58 71 62 67 60  5  2]
376,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_377.png," ""the""",1410,2155,[ 1  3  5 73 61 58  5  2]
377,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_378.png," ""JFC""",1410,2155,[ 1  3  5 35 31 28  5  2]
378,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_379.png," ""3RD""",1410,2155,[ 1  3  5 16 43 29  5  2]
379,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_380.png," ""EDITION""",1410,2155,[ 1  3  5 30 29 34 45 34 40 39  5  2]
380,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_381.png," ""TM""",1410,2155,[ 1  3  5 45 38  5  2]
381,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_382.png," ""2""",1410,2155,[ 1  3  5 15  5  2]
382,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_383.png," ""WRIGLEY'S""",1410,2155,[ 1  3  5 48 43 34 32 37 30 50  7 44  5  2]
383,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_384.png," ""DOUBLEMINT""",1410,2155,[ 1  3  5 29 40 46 27 37 30 38 34 39 45  5  2]
384,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_385.png," ""CHEWING""",1410,2155,[ 1  3  5 28 33 30 48 34 39 32  5  2]
385,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_386.png," ""GUM""",1410,2155,[ 1  3  5 32 46 38  5  2]
386,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_387.png," ""Kenco""",1410,2155,[ 1  3  5 36 58 67 56 68  5  2]
387,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_388.png," ""R""",1410,2155,[ 1  3  5 43  5  2]
388,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_389.png," ""FIRE""",1410,2155,[ 1  3  5 31 34 43 30  5  2]
389,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_390.png," ""HOSE""",1410,2155,[ 1  3  5 33 40 44 30  5  2]
390,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_391.png," ""REEL""",1410,2155,[ 1  3  5 43 30 30 37  5  2]
391,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_392.png," ""EXCLUSIVELY""",1410,2155,[ 1  3  5 30 49 28 37 46 44 34 47 30 37 50  5  2]
392,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_393.png," ""FOR""",1410,2155,[ 1  3  5 31 40 43  5  2]
393,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_394.png," ""WHEELCHAIR""",1410,2155,[ 1  3  5 48 33 30 30 37 28 33 26 34 43  5  2]
394,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_395.png," ""USERS""",1410,2155,[ 1  3  5 46 44 30 43 44  5  2]
395,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_396.png," ""Metool""",1410,2155,[ 1  3  5 38 58 73 68 68 65  5  2]
396,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_397.png," ""Gallery""",1410,2155,[ 1  3  5 32 54 65 65 58 71 78  5  2]
397,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_398.png," ""1""",1410,2155,[ 1  3  5 14  5  2]
398,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_399.png," ""Please""",1410,2155,[ 1  3  5 41 65 58 54 72 58  5  2]
399,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_400.png," ""Enter""",1410,2155,[ 1  3  5 30 67 73 58 71  5  2]
400,/media/Archive4TB3/Data/textImages/EN_Benchmarks/IC13/Word Recognition/Challenge2_Test_Task3_Images/word_401.png," ""SIZE""",1410,2155,[ 1  3  5 44 34 51 30  5  2]
